x,y,px,py
1.2777738782242054,0.37983319641367974,160.87265661754392,319.62694568402605
12.67504896078348,0.0659465255938353,578.3854637548616,426.5688283255272
3.3972678628739237,0.19881154111589242,238.51541568334105,381.64344142948784
12.341796099164037,0.06744271531657524,566.177516089003,426.08049432439134
11.981882129918827,0.067523185934628,552.9929004208727,426.08049432439134
11.661958601700864,0.07043794536440805,541.2732420492014,425.1038710290683
11.275384745241293,0.07478928674265815,527.1120030857481,423.63891373260935
10.848819227343068,0.07346310959053334,511.4857621188871,424.1272030267965
10.475575924696383,0.07638979041144932,497.81285715656975,423.1505797314735
10.022350519583798,0.08217771401103278,481.2099928943857,421.19728843387867
9.635776663124227,0.08368569524304599,467.04875393093243,420.7089991396915
9.249201586253248,0.08661548697576685,452.8874702605304,419.73233113741975
8.835967842579315,0.09097278904958499,437.74960800175404,418.26737384096083
8.409402324681091,0.09533307188048189,422.1233670348931,416.8024165445019
8.02282846822152,0.09826273318561345,407.9621280714398,415.8257932491789
7.649583945163426,0.1026110943525111,394.2891784021736,414.36083595272
7.316331083543986,0.1055288339936436,382.0812307363151,413.3842126573969
6.969746447700252,0.11129291453809155,369.38490436237197,411.43092135980214
6.5831725912406815,0.11706593598946019,355.2236653989187,409.4776300622073
6.1965987347811105,0.1214172773677103,341.0624264354654,408.0126727657484
5.810023657910132,0.12861184901033432,326.90114276506336,405.57109217396646
5.410119247637677,0.13865276101054785,312.25156980047416,402.1528435799127
5.0235453911781045,0.14726901245342724,298.0903308370208,399.2229289869949
4.636971534718534,0.15446358382318812,283.92909187356753,396.78134839521294
4.303717452687686,0.16591114386644235,271.7210995007603,392.87481050697204
3.930472929629592,0.17736777524420622,258.04814983149413,388.96822791178244
3.6105494014116277,0.18881235480324465,246.32849145982277,385.0616900235416
3.1839851039248113,0.2073890476282848,230.70229519991057,378.71352683657
2.917382570546977,0.22308661558795356,220.935928125834,373.3420316518702
2.6107883757304897,0.24021480507338736,209.7045590483498,367.4822024660345
2.3041954013254093,0.2616079043505874,198.47323467781433,360.1574159837399
2.0509222013490516,0.28156740216353277,189.19515689792493,353.3209635025812
1.8376406628113473,0.30436131867006844,181.38208112144318,345.5078430191507
1.597698016647874,0.33142610620966445,172.59233734268966,336.2297652392613
1.3977452013059422,0.3584818225511824,165.26752850692068,326.95173216632065
1.1711331089553532,0.39975997479620606,156.96611872930305,312.790470849393
1.0245012884535518,0.4282255146242062,151.5946011911289,303.0240814218421
0.9045299653718153,0.45810670861596225,147.19972930175214,292.76938034662965
0.7978885858972588,0.4908282173288082,143.2931690600369,281.53803362261976
0.6912478166284075,0.5221280458321039,139.38663117179604,270.79502089974585
0.6112669345739163,0.5505786836483207,136.4567165788782,261.02863147219495
0.5312860525194252,0.5861374615206778,133.52680198596036,248.82066145286205
0.4513051704649341,0.6202746243972794,130.59688739304252,237.1010030811907
0.39798417562480415,0.6544058265783131,128.64359609544772,225.38134470951934
0.33133384738319754,0.691383304039573,126.20201550366576,212.6850406890506
0.2780128525430671,0.7297794162852359,124.24872420607095,199.50042502092032
0.23802241151582157,0.7624859579089355,122.78376690961203,188.26910065038484
0.19803197048857601,0.7937709496142425,121.3188096131531,177.52606557403652
0.15804152946133046,0.8307424013025714,119.85385231669419,164.82978390704216
0.11805108843408493,0.8662923030725078,118.38889502023527,152.62179153423492
0.06473070379965923,0.9004235051171099,116.43562607611484,140.90213316256356
0.05140076019247869,0.9402322910423131,115.94731442845332,127.22920584677176
0.01141031916523314,0.9743605127391309,114.4823571319944,115.5095474751004
0.01141031916523314,0.9956850630622773,114.4823571319944,108.1847609928058
